Feature1,Feature2,Target
-1.01322061678459,2.5294977113034,0
-1.06057056651609,2.84608119546405,0
-1.25935635032259,-2.73624979896327,0
-1.00371052833113,-1.95319902922607,1
-0.624305692963711,-2.5237477889561,0
-0.0434448305859417,-1.25362317932549,0
-1.37565007314756,2.06143792274185,1
-0.191201535078866,-0.821992740016847,0
0.332032484923879,1.96330959461673,0
-2.56637015295314,2.67149330351643,1
-0.639923181674805,1.24319441875907,1
-0.517274639248365,0.321960073345705,1
1.46775727725912,0.163485992156423,0
1.21918334063203,-1.2039811568209,0
-0.939777040740858,-1.47405827072232,1
0.487702832168417,-0.901853021765472,0
0.926464486594393,-1.53827854003908,0
-0.902719564693296,1.58793105040904,1
0.30640125952861,-1.39241183852398,0
1.59631391714715,-1.14834410546394,0
0.413871319725058,1.80599987547273,0
0.287005074017248,2.27059985813671,0
-0.980199504469076,-0.432532853456436,1
-1.51598221437794,-1.39323821163543,1
-0.292051028984175,0.795443340402464,1
0.724868152703372,-1.96425730304215,0
1.39628814570857,-0.819745245829482,0
-1.44429081375934,2.55008656845373,1
-1.90928906966324,2.68055624352494,1
1.74324309587935,2.27050293582854,0
-0.312296533343304,1.56827639358218,1
0.646585064498586,1.13786217724421,0
0.178956530561791,0.885319913893722,0
-0.542420949570459,-2.52504663521243,0
-1.1682898011507,-2.92346156873883,0
-1.51851555416308,2.73678577512146,1
-0.788732019052326,0.43831865843986,1
